Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Sekou Mara\Sekou-Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,1,4,4,100.0,1.57,1.57,0.25,0.25,15.5,0,0,0,0.5,0.5,0.12,0.5,0.5
Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,4,31,12,38.7,2.37,0.92,0.13,0.33,13.6,0,0,0,3.8,3.8,0.12,0.2,0.2
Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,0,2,0,0.0,0.29,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,32,1988,11.7,0,12,0,0.0,1.03,0.00,0.00,,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,3,23,7,30.4,0.71,0.22,0.13,0.43,11.7,1,0,0,1.3,1.3,0.06,1.7,1.7
Solly March\Solly-March,eng ENG,DF,Brighton,eng Premier League,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.50,17.3,1,0,0,1.7,1.7,0.08,0.3,0.3
Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,0,7,0,0.0,0.40,0.00,0.00,,17.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,0,24,5,20.8,0.72,0.15,0.00,0.00,12.1,0,0,0,1.6,1.6,0.07,-1.6,-1.6
Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,0,2,0,0.0,0.07,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,1,6,5,83.3,0.36,0.30,0.17,0.20,11.3,0,0,0,1.3,1.3,0.21,-0.3,-0.3
Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José Mari\Jose-Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,1,16,3,18.8,0.99,0.19,0.00,0.00,26.7,0,1,1,1.2,0.4,0.02,-0.2,-0.4
Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,0,2,0,0.0,0.20,0.00,0.00,,21.3,0,0,0,0.0,0.0,0.02,0.0,0.0
José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,0,15,5,33.3,0.76,0.25,0.00,0.00,11.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,1,15,3,20.0,2.63,0.53,0.07,0.33,16.3,0,0,0,1.5,1.5,0.10,-0.5,-0.5
Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,0,10,1,10.0,0.63,0.06,0.00,0.00,21.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,23,1997,1.0,0,1,0,0.0,0.97,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Adrián Marín\Adrian-Marin,es ESP,DFFW,Granada,es La Liga,23,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,3,28,10,35.7,0.85,0.30,0.11,0.30,23.0,1,0,0,1.5,1.5,0.06,1.5,1.5
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,5,14,6,42.9,0.60,0.26,0.36,0.83,9.5,0,0,0,2.2,2.2,0.16,2.8,2.8
Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,0,5,2,40.0,0.26,0.10,0.00,0.00,8.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,3,15,8,53.3,0.63,0.34,0.20,0.38,8.3,0,0,0,1.5,1.5,0.10,1.5,1.5
Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,0,4,2,50.0,0.23,0.11,0.00,0.00,7.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,29,1991,24.4,12,43,19,44.2,1.76,0.78,0.23,0.53,14.5,0,2,4,9.3,6.3,0.15,2.7,3.7
Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,4,43,21,48.8,2.61,1.28,0.09,0.19,14.1,0,0,0,6.5,6.5,0.15,-2.5,-2.5
Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,23,1997,2.9,0,1,0,0.0,0.34,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,0,6,1,16.7,0.35,0.06,0.00,0.00,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Álex Martín\Alex-Martin,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,2,20,8,40.0,3.06,1.22,0.10,0.25,13.1,0,0,0,3.4,3.4,0.17,-1.4,-1.4
Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,1,13,5,38.5,0.79,0.30,0.08,0.20,16.9,0,0,0,1.4,1.4,0.11,-0.4,-0.4
Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,1,17,7,41.2,0.61,0.25,0.06,0.14,20.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3
Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,1,3,1,33.3,0.59,0.20,0.33,1.00,14.8,0,0,0,0.6,0.6,0.19,0.4,0.4
Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,0,2,0,0.0,0.39,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.14,-0.3,-0.3
Josep Martinez\Josep-Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,17,108,36,33.3,3.80,1.27,0.14,0.42,14.3,0,2,2,15.5,14.0,0.13,1.5,1.0
Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,3,26,11,42.3,1.51,0.64,0.12,0.27,15.0,0,0,0,2.7,2.7,0.10,0.3,0.3
Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,27,1992,33.0,2,27,12,44.4,0.82,0.36,0.07,0.17,14.5,0,0,0,2.0,2.0,0.08,0.0,0.0
Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,0,5,1,20.0,2.25,0.45,0.00,0.00,16.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8
Marvin\Marvin,es ESP,DFFW,Real Madrid,es La Liga,20,2000,1.5,0,1,0,0.0,0.68,0.00,0.00,,15.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,1,10,3,30.0,0.51,0.15,0.10,0.33,23.9,1,0,0,0.3,0.3,0.03,0.7,0.7
Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,0,5,0,0.0,0.18,0.00,0.00,,16.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,0,15,4,26.7,1.78,0.48,0.00,0.00,14.8,0,0,0,1.7,1.7,0.11,-1.7,-1.7
Giuseppe Mastinu\Giuseppe-Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arthur Masuaku\Arthur-Masuaku,cd COD,DFFW,West Ham,eng Premier League,26,1993,11.2,0,6,2,33.3,0.54,0.18,0.00,0.00,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,5,38,16,42.1,1.68,0.71,0.11,0.25,11.4,0,1,2,6.6,5.1,0.13,-1.6,-1.1
Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,1,4,3,75.0,0.71,0.53,0.00,0.00,20.6,0,1,1,1.1,0.3,0.08,-0.1,-0.3
Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,3,31,8,25.8,1.75,0.45,0.10,0.38,26.9,1,0,0,1.0,1.0,0.03,2.0,2.0
Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,1,3,2,66.7,0.86,0.57,0.33,0.50,9.4,0,0,0,1.3,1.3,0.43,-0.3,-0.3
Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,1,4,2,50.0,1.63,0.81,0.25,0.50,11.9,0,0,0,0.2,0.2,0.05,0.8,0.8
Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,7,27,13,48.1,2.44,1.17,0.22,0.46,11.9,1,1,1,7.4,6.7,0.25,-0.4,-0.7
Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,0,6,3,50.0,0.49,0.24,0.00,0.00,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,6.8,0,0,0,0.6,0.6,0.13,0.4,0.4
Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Henning Matriciani\Henning-Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,fr Ligue 1,18,2002,3.9,0,4,0,0.0,1.02,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,8,67,22,32.8,2.40,0.79,0.07,0.23,14.2,0,3,4,13.0,9.9,0.15,-5.0,-4.9
Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,0,13,2,15.4,2.33,0.36,0.00,0.00,25.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,9,31,17,54.8,1.37,0.75,0.29,0.53,13.2,0,0,1,5.7,4.9,0.16,3.3,4.1
Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,0,17,5,29.4,1.05,0.31,0.00,0.00,10.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4
Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,3,19,13,68.4,2.09,1.43,0.16,0.23,11.3,0,0,0,3.2,3.2,0.17,-0.2,-0.2
Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,23,1997,17.2,10,41,16,39.0,2.38,0.93,0.24,0.63,13.9,0,0,0,8.3,8.3,0.20,1.7,1.7
Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,0,6,0,0.0,2.10,0.00,0.00,,21.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,0,11,5,45.5,0.60,0.27,0.00,0.00,13.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,27,98,47,48.0,3.71,1.78,0.21,0.45,15.0,2,6,6,24.6,20.1,0.20,2.4,0.9
Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,1,1,1,100.0,0.21,0.21,1.00,1.00,2.0,0,0,0,0.5,0.5,0.55,0.5,0.5
Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,0,7,1,14.3,0.54,0.08,0.00,0.00,17.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,4,39,18,46.2,1.59,0.73,0.10,0.22,17.7,0,0,0,3.3,3.3,0.09,0.7,0.7
James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,0,6,0,0.0,0.37,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,1,30,12,40.0,2.04,0.82,0.03,0.08,11.4,0,0,0,3.1,3.1,0.10,-2.1,-2.1
Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,0,1,0,0.0,0.11,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0
John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,3,46,11,23.9,1.24,0.30,0.07,0.27,22.1,0,0,0,2.2,2.2,0.05,0.8,0.8
David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,8,72,24,33.3,2.70,0.90,0.11,0.33,17.3,1,0,0,6.9,6.9,0.10,1.1,1.1
Weston McKennie\Weston-McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,5,29,14,48.3,1.53,0.74,0.17,0.36,10.1,0,0,0,4.2,4.2,0.14,0.8,0.8
Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,21.9,1,0,0,1.1,1.1,0.04,0.9,0.9
Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,4,26,7,26.9,1.10,0.30,0.15,0.57,16.1,0,0,0,2.1,2.1,0.08,1.9,1.9
Gary Medel\Gary-Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,2,9,4,44.4,0.40,0.18,0.22,0.50,11.5,0,0,0,0.8,0.8,0.09,1.2,1.2
Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,2,22,6,27.3,0.74,0.20,0.09,0.33,9.9,0,0,0,1.6,1.6,0.07,0.4,0.4
Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,2,0,0.0,36.00,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,0,8,2,25.0,0.88,0.22,0.00,0.00,13.8,0,0,0,0.9,0.9,0.11,-0.9,-0.9
Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,26,1994,10.2,1,8,4,50.0,0.78,0.39,0.13,0.25,16.6,0,0,0,0.6,0.6,0.07,0.4,0.4
Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Milan,it Serie A,26,1994,6.5,0,7,3,42.9,1.07,0.46,0.00,0.00,22.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Hannibal Mejbri\Hannibal-Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,0,13,5,38.5,2.83,1.09,0.00,0.00,18.3,0,0,0,1.4,1.4,0.11,-1.4,-1.4
Filippo Melegoni\Filippo-Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,0,4,1,25.0,0.93,0.23,0.00,0.00,23.4,2,0,0,0.4,0.4,0.10,-0.4,-0.4
Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,7,28,9,32.1,1.36,0.44,0.25,0.78,14.1,0,0,0,3.1,3.1,0.11,3.9,3.9
Birger Meling\Birger-Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,2,13,6,46.2,0.50,0.23,0.15,0.33,16.0,0,0,0,0.8,0.8,0.06,1.2,1.2
Arthur Melo\Arthur-Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,1,3,1,33.3,0.23,0.08,0.33,1.00,23.0,0,0,0,0.2,0.2,0.05,0.8,0.8
Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,0,4,0,0.0,0.28,0.00,0.00,,26.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,2,8,3,37.5,0.44,0.17,0.25,0.67,14.6,0,0,0,0.9,0.9,0.12,1.1,1.1
Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,0,22,7,31.8,0.88,0.28,0.00,0.00,21.2,0,0,0,1.6,1.6,0.07,-1.6,-1.6
Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,9,49,21,42.9,1.65,0.71,0.16,0.38,15.8,1,1,1,7.5,6.7,0.14,1.5,1.3
Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,5,34,10,29.4,1.46,0.43,0.15,0.50,16.6,0,0,0,5.4,5.4,0.16,-0.4,-0.4
Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,es La Liga,21,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1.00,16.5,0,0,0,0.4,0.4,0.07,1.6,1.6
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.50,19.0,0,0,0,0.6,0.6,0.05,0.4,0.4
Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,0,4,2,50.0,0.25,0.12,0.00,0.00,26.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Hamza Mendyl\Hamza-Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,22,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,0,2,0,0.0,0.14,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,23,1997,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,13.6,0,0,0,3.7,3.7,0.11,-1.7,-1.7
Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,6.1,0,11,4,36.4,1.80,0.66,0.00,0.00,17.9,1,0,0,1.1,1.1,0.10,-1.1,-1.1
Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,0,2,0,0.0,0.43,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Dries Mertens\Dries-Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,16.2,9,55,20,36.4,3.39,1.23,0.16,0.45,17.5,6,0,0,5.3,5.3,0.10,3.7,3.7
Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,1,25,4,16.0,1.28,0.20,0.00,0.00,24.6,2,1,1,1.7,0.9,0.04,-0.7,-0.9
Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,30,190,85,44.7,5.66,2.53,0.14,0.32,18.8,40,3,5,23.6,19.5,0.10,6.4,7.5
Junior Messias\Junior-Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,9,98,32,32.7,2.74,0.90,0.09,0.28,21.2,9,0,0,7.5,7.5,0.08,1.5,1.5
Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,1,12,2,16.7,0.73,0.12,0.08,0.50,18.0,0,0,0,0.9,0.9,0.08,0.1,0.1
Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,0,1,0,0.0,0.13,0.00,0.00,,10.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Max Meyer\Max-Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,0,10,5,50.0,2.56,1.28,0.00,0.00,16.8,0,0,0,1.0,1.0,0.10,-1.0,-1.0
Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,0,3,0,0.0,0.34,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Míchel\Michel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,2,10,5,50.0,0.95,0.48,0.20,0.40,23.6,2,0,0,0.6,0.6,0.06,1.4,1.4
Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,0,11,2,18.2,0.86,0.16,0.00,0.00,29.5,5,0,0,0.3,0.3,0.03,-0.3,-0.3
Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
