Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Touches_Live,Drib_Succ,Drib_Att,Drib_Succ%,Drib_Past,Megs,Carries,TotDist,PrgDist,Prog_Carries,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_Rec,Name_no_spec_chars
Drissa Camara,CIV,MF,Parma,Serie A,18.0,2002.0,0.2,10.0,1.0,3.0,6.0,2.0,0.0,10.0,1.0,1.0,100.0,1.0,0.0,10.0,29.0,6.0,1.0,0.0,0.0,0.0,1.0,10.0,8.0,80.0,0.0,Drissa Camara
Mahdi Camara,FRA,MFDF,Saint-Étienne,Ligue 1,22.0,1998.0,36.6,2087.0,90.0,594.0,1322.0,324.0,35.0,2009.0,33.0,52.0,63.5,37.0,2.0,1347.0,8012.0,4006.0,162.0,42.0,4.0,26.0,36.0,1480.0,1341.0,90.6,45.0,Mahdi Camara
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,17.0,2002.0,26.7,1968.0,29.0,356.0,1362.0,437.0,36.0,1942.0,49.0,71.0,69.0,49.0,2.0,1411.0,7920.0,4569.0,176.0,64.0,8.0,44.0,38.0,1661.0,1513.0,91.1,93.0,Eduardo Camavinga
José Campaña,ESP,MF,Levante,La Liga,27.0,1993.0,8.3,618.0,11.0,112.0,328.0,236.0,17.0,568.0,24.0,46.0,52.2,27.0,3.0,450.0,2337.0,1223.0,62.0,30.0,0.0,12.0,17.0,486.0,440.0,90.5,45.0,Jose Campana
Emre Can,GER,DFMF,Dortmund,Bundesliga,26.0,1994.0,23.7,2055.0,174.0,813.0,1187.0,222.0,29.0,1988.0,37.0,45.0,82.2,38.0,2.0,1533.0,8525.0,4792.0,145.0,45.0,3.0,11.0,19.0,1564.0,1508.0,96.4,27.0,Emre Can
Sergio Canales,ESP,MFFW,Betis,La Liga,29.0,1991.0,27.8,1958.0,18.0,219.0,1128.0,777.0,74.0,1834.0,36.0,47.0,76.6,37.0,2.0,1508.0,9241.0,4915.0,221.0,90.0,11.0,41.0,30.0,1785.0,1563.0,87.6,126.0,Sergio Canales
João Cancelo,POR,DF,Manchester City,Premier League,26.0,1994.0,25.5,2402.0,78.0,475.0,1227.0,849.0,80.0,2177.0,50.0,87.0,57.5,54.0,10.0,1625.0,7540.0,4240.0,218.0,73.0,22.0,25.0,30.0,1771.0,1690.0,95.4,91.0,Joao Cancelo
Antonio Candreva,ITA,MF,Sampdoria,Serie A,33.0,1987.0,27.8,1902.0,49.0,333.0,894.0,854.0,66.0,1685.0,31.0,57.0,54.4,34.0,5.0,1317.0,9011.0,5009.0,228.0,85.0,15.0,43.0,22.0,1617.0,1347.0,83.3,125.0,Antonio Candreva
Álex Cantero,ESP,FW,Levante,La Liga,20.0,2000.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,Alex Cantero
Ander Capa,ESP,DF,Athletic Club,La Liga,28.0,1992.0,23.7,1447.0,70.0,394.0,748.0,414.0,33.0,1148.0,27.0,57.0,47.4,28.0,2.0,763.0,4855.0,3161.0,150.0,51.0,7.0,18.0,20.0,856.0,741.0,86.6,50.0,Ander Capa
Pierrick Capelle,FRA,MFDF,Angers,Ligue 1,33.0,1987.0,22.8,1471.0,57.0,348.0,840.0,379.0,36.0,1391.0,26.0,49.0,53.1,30.0,0.0,958.0,4671.0,2191.0,89.0,35.0,1.0,37.0,36.0,1146.0,978.0,85.3,77.0,Pierrick Capelle
Étienne Capoue,FRA,MF,Villarreal,La Liga,32.0,1988.0,13.2,879.0,47.0,241.0,600.0,77.0,3.0,862.0,11.0,17.0,64.7,12.0,1.0,574.0,2587.0,1081.0,44.0,7.0,0.0,9.0,7.0,678.0,649.0,95.7,4.0,Etienne Capoue
Elio Capradossi,ITA,DF,Spezia,Serie A,24.0,1996.0,1.0,58.0,18.0,43.0,16.0,2.0,2.0,55.0,0.0,0.0,,0.0,0.0,25.0,139.0,57.0,0.0,0.0,0.0,1.0,0.0,36.0,35.0,97.2,1.0,Elio Capradossi
Gianluca Caprari,ITA,MFFW,Benevento,Serie A,27.0,1993.0,20.7,1008.0,11.0,139.0,458.0,505.0,85.0,889.0,46.0,95.0,48.4,51.0,5.0,753.0,4482.0,2306.0,112.0,31.0,18.0,48.0,57.0,922.0,662.0,71.8,137.0,Gianluca Caprari
Francesco Caputo,ITA,FW,Sassuolo,Serie A,32.0,1987.0,18.9,567.0,4.0,36.0,267.0,280.0,123.0,517.0,5.0,9.0,55.6,5.0,1.0,346.0,1069.0,472.0,30.0,7.0,13.0,37.0,13.0,815.0,450.0,55.2,175.0,Francesco Caputo
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,20.0,2000.0,19.6,1331.0,27.0,224.0,819.0,365.0,31.0,1316.0,35.0,50.0,70.0,39.0,3.0,916.0,4253.0,2047.0,94.0,25.0,4.0,22.0,40.0,1030.0,948.0,92.0,56.0,Maxence Caqueret
Andrea Carboni,ITA,DF,Cagliari,Serie A,19.0,2001.0,12.1,728.0,77.0,310.0,379.0,80.0,11.0,676.0,5.0,10.0,50.0,6.0,2.0,406.0,2345.0,1430.0,54.0,14.0,1.0,2.0,0.0,484.0,466.0,96.3,4.0,Andrea Carboni
Isaac Carcelen,ESP,DF,Cádiz,La Liga,27.0,1993.0,28.7,1440.0,143.0,541.0,631.0,320.0,12.0,1141.0,33.0,41.0,80.5,35.0,4.0,620.0,2791.0,1597.0,64.0,19.0,4.0,12.0,23.0,605.0,532.0,87.9,28.0,Isaac Carcelen
Cárdenas,ESP,GK,Levante,La Liga,23.0,1997.0,8.0,292.0,240.0,290.0,3.0,0.0,0.0,212.0,0.0,0.0,,0.0,0.0,144.0,666.0,354.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0,100.0,0.0,Cardenas
Irvin Cardona,FRA,FWMF,Brest,Ligue 1,22.0,1997.0,22.5,747.0,30.0,84.0,287.0,416.0,124.0,697.0,11.0,29.0,37.9,13.0,0.0,432.0,2229.0,1273.0,71.0,13.0,19.0,71.0,23.0,943.0,545.0,57.8,207.0,Irvin Cardona
Marc Cardona,ESP,FWMF,Osasuna,La Liga,25.0,1995.0,0.6,32.0,2.0,7.0,16.0,9.0,3.0,31.0,1.0,1.0,100.0,1.0,0.0,19.0,72.0,29.0,1.0,0.0,1.0,0.0,0.0,42.0,22.0,52.4,5.0,Marc Cardona
Ian Carlo Poveda,ENG,MFDF,Leeds United,Premier League,20.0,2000.0,3.9,182.0,3.0,29.0,62.0,112.0,22.0,181.0,13.0,22.0,59.1,14.0,3.0,156.0,1038.0,683.0,33.0,6.0,7.0,12.0,17.0,200.0,134.0,67.0,34.0,Ian Carlo Poveda
Diego Carlos,BRA,DF,Sevilla,La Liga,27.0,1993.0,31.0,2174.0,368.0,1234.0,961.0,46.0,23.0,2130.0,10.0,10.0,100.0,10.0,0.0,1535.0,5575.0,2290.0,32.0,3.0,0.0,4.0,1.0,1646.0,1626.0,98.8,4.0,Diego Carlos
Juan Carlos,ESP,MFFW,Huesca,La Liga,29.0,1991.0,3.2,156.0,0.0,18.0,89.0,73.0,15.0,156.0,5.0,6.0,83.3,6.0,1.0,121.0,1074.0,548.0,22.0,13.0,3.0,9.0,18.0,134.0,112.0,83.6,23.0,Juan Carlos
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,29.0,1991.0,14.9,1067.0,57.0,371.0,568.0,205.0,9.0,920.0,5.0,12.0,41.7,5.0,0.0,618.0,3574.0,2008.0,67.0,22.0,2.0,11.0,9.0,655.0,615.0,93.9,23.0,Lionel Carole
Yannick Carrasco,BEL,DFMF,Atlético Madrid,La Liga,26.0,1993.0,24.2,1383.0,29.0,200.0,553.0,743.0,137.0,1237.0,62.0,118.0,52.5,69.0,9.0,1023.0,6087.0,4000.0,247.0,59.0,50.0,44.0,58.0,1188.0,922.0,77.6,153.0,Yannick Carrasco
Sergio Carreira,ESP,DF,Celta Vigo,La Liga,19.0,2000.0,2.9,144.0,9.0,53.0,70.0,34.0,3.0,121.0,1.0,2.0,50.0,1.0,0.0,69.0,393.0,205.0,11.0,6.0,0.0,2.0,0.0,97.0,84.0,86.6,5.0,Sergio Carreira
Guido Carrillo,ARG,FW,Elche,La Liga,29.0,1991.0,11.1,433.0,16.0,32.0,273.0,155.0,43.0,426.0,5.0,12.0,41.7,5.0,0.0,221.0,963.0,343.0,17.0,12.0,0.0,29.0,11.0,558.0,333.0,59.7,47.0,Guido Carrillo
Andy Carroll,ENG,FW,Newcastle Utd,Premier League,31.0,1989.0,4.4,199.0,12.0,18.0,103.0,79.0,25.0,195.0,2.0,6.0,33.3,4.0,0.0,79.0,273.0,130.0,3.0,1.0,1.0,13.0,6.0,250.0,139.0,55.6,33.0,Andy Carroll
Scott Carson,ENG,GK,Manchester City,Premier League,34.0,1985.0,1.0,17.0,15.0,17.0,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,0.0,9.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,Scott Carson
Dani Carvajal,ESP,DF,Real Madrid,La Liga,28.0,1992.0,10.6,940.0,46.0,290.0,430.0,278.0,22.0,821.0,10.0,16.0,62.5,10.0,0.0,556.0,2483.0,1444.0,60.0,24.0,5.0,12.0,6.0,649.0,609.0,93.8,35.0,Dani Carvajal
Fabio Carvalho,ENG,MFFW,Fulham,Premier League,17.0,2002.0,2.8,137.0,1.0,16.0,61.0,66.0,18.0,131.0,6.0,12.0,50.0,7.0,0.0,96.0,495.0,216.0,15.0,1.0,4.0,6.0,9.0,122.0,91.0,74.6,25.0,Fabio Carvalho
William Carvalho,POR,MF,Betis,La Liga,28.0,1992.0,13.6,1080.0,32.0,191.0,779.0,167.0,14.0,1059.0,16.0,17.0,94.1,17.0,1.0,746.0,2878.0,1445.0,65.0,13.0,0.0,10.0,21.0,904.0,858.0,94.9,26.0,William Carvalho
Casemiro,BRA,MF,Real Madrid,La Liga,28.0,1992.0,32.2,2370.0,149.0,755.0,1338.0,396.0,55.0,2326.0,16.0,23.0,69.6,17.0,2.0,1379.0,5713.0,2983.0,97.0,30.0,4.0,22.0,24.0,1734.0,1596.0,92.0,65.0,Casemiro
Matty Cash,ENG,DF,Aston Villa,Premier League,22.0,1997.0,26.4,1623.0,139.0,562.0,786.0,371.0,29.0,1373.0,10.0,16.0,62.5,10.0,0.0,813.0,4700.0,2290.0,87.0,37.0,7.0,16.0,15.0,862.0,813.0,94.3,28.0,Matty Cash
Kiko Casilla,ESP,GK,Leeds United,Premier League,33.0,1986.0,3.0,104.0,97.0,104.0,0.0,0.0,0.0,68.0,0.0,0.0,,0.0,0.0,44.0,146.0,76.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,100.0,0.0,Kiko Casilla
Giuseppe Caso,ITA,MF,Genoa,Serie A,21.0,1998.0,0.6,29.0,1.0,6.0,16.0,8.0,1.0,29.0,1.0,2.0,50.0,1.0,0.0,22.0,162.0,106.0,5.0,1.0,1.0,3.0,2.0,28.0,17.0,60.7,2.0,Giuseppe Caso
Moreto Cassamã,GNB,MF,Reims,Ligue 1,22.0,1998.0,22.6,1590.0,75.0,548.0,1002.0,150.0,3.0,1541.0,22.0,27.0,81.5,23.0,1.0,1165.0,5572.0,2551.0,74.0,16.0,0.0,18.0,20.0,1197.0,1146.0,95.7,17.0,Moreto Cassama
Francesco Cassata,ITA,DF,Genoa,Serie A,23.0,1997.0,2.3,126.0,8.0,43.0,53.0,36.0,0.0,108.0,2.0,5.0,40.0,3.0,1.0,80.0,393.0,217.0,12.0,4.0,0.0,2.0,6.0,80.0,68.0,85.0,3.0,Francesco Cassata
Timothy Castagne,BEL,DF,Leicester City,Premier League,24.0,1995.0,26.1,1771.0,76.0,515.0,866.0,482.0,39.0,1598.0,15.0,30.0,50.0,15.0,0.0,1063.0,4711.0,2606.0,130.0,35.0,1.0,23.0,15.0,1279.0,1153.0,90.1,64.0,Timothy Castagne
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,28.0,1992.0,32.0,1314.0,1074.0,1306.0,10.0,0.0,0.0,1059.0,2.0,2.0,100.0,2.0,0.0,772.0,3528.0,1650.0,0.0,0.0,0.0,0.0,0.0,732.0,731.0,99.9,0.0,Koen Casteels
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,25.0,1995.0,21.6,999.0,115.0,527.0,476.0,33.0,13.0,946.0,5.0,5.0,100.0,5.0,0.0,515.0,2260.0,1151.0,31.0,3.0,0.0,2.0,1.0,514.0,495.0,96.3,2.0,Jean Charles Castelletto
Samu Castillejo,ESP,FW,Milan,Serie A,25.0,1995.0,13.1,631.0,13.0,93.0,301.0,297.0,46.0,607.0,24.0,43.0,55.8,27.0,2.0,509.0,3199.0,1637.0,75.0,26.0,13.0,19.0,26.0,591.0,446.0,75.5,57.0,Samu Castillejo
Gonzalo Castro,GER,MFFW,Stuttgart,Bundesliga,33.0,1987.0,19.2,1088.0,22.0,144.0,560.0,466.0,47.0,964.0,27.0,42.0,64.3,28.0,2.0,700.0,3709.0,2231.0,114.0,43.0,8.0,34.0,18.0,867.0,717.0,82.7,103.0,Gonzalo Castro
Jonny Castro,ESP,DF,Wolves,Premier League,26.0,1994.0,5.5,298.0,15.0,86.0,139.0,92.0,6.0,244.0,4.0,8.0,50.0,4.0,0.0,170.0,970.0,552.0,27.0,9.0,2.0,4.0,13.0,204.0,165.0,80.9,11.0,Jonny Castro
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,23.0,1997.0,25.9,1134.0,36.0,181.0,534.0,520.0,65.0,1109.0,29.0,61.0,47.5,32.0,5.0,856.0,5118.0,3036.0,146.0,58.0,14.0,49.0,68.0,928.0,760.0,81.9,126.0,Gaetano Castrovilli
Danilo Cataldi,ITA,MF,Lazio,Serie A,25.0,1994.0,6.3,470.0,18.0,119.0,255.0,123.0,7.0,427.0,8.0,10.0,80.0,8.0,0.0,295.0,1637.0,809.0,33.0,9.0,1.0,5.0,1.0,342.0,323.0,94.4,16.0,Danilo Cataldi
Ivan Cavaleiro,POR,FWMF,Fulham,Premier League,26.0,1993.0,27.5,1200.0,26.0,149.0,503.0,620.0,92.0,1124.0,52.0,89.0,58.4,54.0,0.0,829.0,5008.0,2465.0,135.0,38.0,23.0,92.0,61.0,1300.0,819.0,63.0,191.0,Ivan Cavaleiro
Edinson Cavani,URU,FW,Manchester Utd,Premier League,33.0,1987.0,15.3,478.0,12.0,45.0,203.0,238.0,81.0,465.0,6.0,15.0,40.0,7.0,0.0,242.0,861.0,207.0,12.0,3.0,1.0,28.0,8.0,641.0,340.0,53.0,105.0,Edinson Cavani
Dani Ceballos,ESP,MF,Arsenal,Premier League,23.0,1996.0,17.9,1462.0,71.0,363.0,863.0,371.0,29.0,1412.0,26.0,36.0,72.2,26.0,4.0,1058.0,6937.0,3720.0,165.0,48.0,2.0,13.0,21.0,1117.0,1075.0,96.2,45.0,Dani Ceballos
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,28.0,1992.0,19.3,1116.0,102.0,484.0,594.0,112.0,29.0,1063.0,11.0,15.0,73.3,12.0,0.0,625.0,3180.0,1763.0,67.0,22.0,1.0,7.0,5.0,680.0,641.0,94.3,15.0,Federico Ceccherini
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,28.0,1992.0,3.0,147.0,24.0,93.0,63.0,1.0,1.0,141.0,0.0,0.0,,0.0,0.0,86.0,498.0,251.0,4.0,0.0,0.0,1.0,1.0,84.0,82.0,97.6,1.0,Federico Ceccherini
Zeki Çelik,TUR,DF,Lille,Ligue 1,23.0,1997.0,26.5,1972.0,73.0,531.0,1071.0,485.0,47.0,1680.0,28.0,49.0,57.1,31.0,3.0,1194.0,5835.0,3486.0,167.0,36.0,12.0,24.0,20.0,1298.0,1213.0,93.5,66.0,Zeki Celik
Bersant Celina,KVX,MFFW,Dijon,Ligue 1,23.0,1996.0,25.5,1305.0,21.0,202.0,741.0,456.0,32.0,1171.0,37.0,63.0,58.7,40.0,2.0,861.0,4316.0,2516.0,119.0,45.0,5.0,36.0,33.0,1137.0,913.0,80.3,109.0,Bersant Celina
Fabien Centonze,FRA,DF,Metz,Ligue 1,24.0,1996.0,35.8,2385.0,149.0,803.0,1137.0,614.0,34.0,2046.0,71.0,132.0,53.8,79.0,5.0,1382.0,8857.0,5705.0,246.0,77.0,8.0,39.0,45.0,1416.0,1252.0,88.4,66.0,Fabien Centonze
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,30.0,1989.0,16.3,976.0,143.0,484.0,475.0,74.0,13.0,938.0,2.0,4.0,50.0,2.0,0.0,560.0,2908.0,1587.0,39.0,6.0,0.0,6.0,3.0,652.0,638.0,97.9,3.0,Luca Ceppitelli
Alberto Cerri,ITA,FW,Cagliari,Serie A,24.0,1996.0,4.1,231.0,10.0,21.0,93.0,125.0,40.0,226.0,8.0,12.0,66.7,8.0,0.0,136.0,530.0,194.0,14.0,4.0,3.0,20.0,12.0,291.0,172.0,59.1,65.0,Alberto Cerri
Sava Cestic,SRB,DF,Köln,Bundesliga,19.0,2001.0,10.0,533.0,80.0,384.0,172.0,6.0,2.0,515.0,5.0,7.0,71.4,6.0,0.0,292.0,1429.0,680.0,11.0,1.0,0.0,5.0,3.0,322.0,311.0,96.6,0.0,Sava Cestic
Julian Chabot,GER,DF,Spezia,Serie A,22.0,1998.0,18.4,1266.0,111.0,631.0,696.0,31.0,15.0,1199.0,13.0,14.0,92.9,13.0,0.0,767.0,4571.0,2513.0,55.0,7.0,2.0,7.0,4.0,830.0,814.0,98.1,3.0,Julian Chabot
Nassim Chadli,FRA,FWMF,Nîmes,Ligue 1,19.0,2001.0,0.3,23.0,1.0,5.0,13.0,7.0,1.0,21.0,1.0,1.0,100.0,1.0,0.0,15.0,93.0,60.0,4.0,0.0,1.0,1.0,2.0,18.0,14.0,77.8,2.0,Nassim Chadli
Fouad Chafik,MAR,DF,Dijon,Ligue 1,33.0,1986.0,18.0,1206.0,78.0,421.0,635.0,240.0,8.0,1019.0,16.0,23.0,69.6,16.0,0.0,679.0,3862.0,2354.0,90.0,28.0,3.0,10.0,18.0,765.0,717.0,93.7,17.0,Fouad Chafik
Mehdi Chahiri,MAR,FWMF,Strasbourg,Ligue 1,24.0,1996.0,8.9,420.0,6.0,52.0,191.0,211.0,35.0,413.0,29.0,46.0,63.0,30.0,1.0,327.0,1456.0,786.0,37.0,14.0,6.0,25.0,31.0,423.0,295.0,69.7,69.0,Mehdi Chahiri
Sofian Chakla,MAR,DF,Villarreal,La Liga,26.0,1993.0,0.1,10.0,1.0,5.0,5.0,1.0,1.0,9.0,0.0,0.0,,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,Sofian Chakla
Sofian Chakla,MAR,DF,Getafe,La Liga,26.0,1993.0,10.0,336.0,54.0,193.0,145.0,12.0,7.0,324.0,0.0,1.0,0.0,1.0,0.0,111.0,789.0,405.0,12.0,2.0,0.0,0.0,1.0,93.0,86.0,92.5,1.0,Sofian Chakla
Aníbal Chalá,ECU,DF,Dijon,Ligue 1,24.0,1996.0,8.3,477.0,31.0,176.0,235.0,100.0,3.0,400.0,10.0,18.0,55.6,11.0,0.0,271.0,1626.0,967.0,35.0,11.0,2.0,9.0,2.0,301.0,273.0,90.7,10.0,Anibal Chala
Trevoh Chalobah,ENG,DFMF,Lorient,Ligue 1,21.0,1999.0,24.9,1497.0,92.0,542.0,896.0,163.0,22.0,1454.0,30.0,43.0,69.8,34.0,0.0,990.0,4251.0,2458.0,76.0,25.0,2.0,23.0,17.0,1011.0,965.0,95.5,19.0,Trevoh Chalobah
Calum Chambers,ENG,DF,Arsenal,Premier League,25.0,1995.0,8.4,678.0,43.0,250.0,276.0,191.0,23.0,592.0,3.0,8.0,37.5,3.0,2.0,391.0,1579.0,963.0,33.0,15.0,1.0,6.0,5.0,437.0,405.0,92.7,21.0,Calum Chambers
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,30.0,1990.0,4.8,248.0,10.0,43.0,100.0,119.0,19.0,210.0,3.0,4.0,75.0,3.0,0.0,123.0,760.0,449.0,24.0,7.0,1.0,4.0,2.0,194.0,152.0,78.4,21.0,Timothy Chandler
Kwon Chang-hoon,KOR,MFFW,Freiburg,Bundesliga,26.0,1994.0,2.4,106.0,3.0,22.0,40.0,48.0,10.0,104.0,7.0,11.0,63.6,8.0,2.0,69.0,235.0,132.0,6.0,3.0,0.0,3.0,4.0,106.0,75.0,70.8,17.0,Kwon Chang hoon
Gaëtan Charbonnier,FRA,MFFW,Brest,Ligue 1,31.0,1988.0,17.4,928.0,24.0,101.0,437.0,428.0,78.0,871.0,34.0,49.0,69.4,35.0,4.0,622.0,1938.0,832.0,56.0,24.0,9.0,43.0,38.0,959.0,684.0,71.3,141.0,Gaetan Charbonnier
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,25.0,1994.0,30.2,2046.0,377.0,1253.0,848.0,77.0,34.0,1997.0,4.0,4.0,100.0,4.0,0.0,1269.0,6391.0,3730.0,88.0,19.0,0.0,5.0,2.0,1372.0,1350.0,98.4,4.0,Brendan Chardonnet
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,29.0,1991.0,28.3,1307.0,57.0,436.0,712.0,224.0,30.0,1282.0,17.0,23.0,73.9,17.0,0.0,781.0,3359.0,1393.0,47.0,15.0,1.0,16.0,17.0,934.0,835.0,89.4,42.0,Xavier Chavalerin
Pape Cheikh Diop,SEN,MF,Dijon,Ligue 1,22.0,1997.0,12.1,712.0,28.0,213.0,462.0,87.0,5.0,701.0,10.0,15.0,66.7,11.0,0.0,486.0,2636.0,1486.0,51.0,7.0,1.0,8.0,14.0,540.0,503.0,93.1,8.0,Pape Cheikh Diop
Chema,ESP,DFMF,Getafe,La Liga,28.0,1992.0,6.2,218.0,30.0,100.0,111.0,12.0,4.0,208.0,0.0,1.0,0.0,0.0,0.0,76.0,417.0,194.0,4.0,0.0,0.0,0.0,0.0,80.0,73.0,91.3,1.0,Chema
Rayan Cherki,FRA,FWMF,Lyon,Ligue 1,16.0,2003.0,7.8,455.0,0.0,36.0,221.0,254.0,40.0,440.0,39.0,55.0,70.9,39.0,1.0,399.0,2676.0,1854.0,107.0,29.0,10.0,20.0,18.0,446.0,372.0,83.4,63.0,Rayan Cherki
Denis Cheryshev,RUS,MF,Valencia,La Liga,29.0,1990.0,12.2,485.0,15.0,78.0,212.0,233.0,49.0,476.0,8.0,19.0,42.1,11.0,0.0,293.0,1636.0,1015.0,59.0,22.0,7.0,22.0,14.0,463.0,327.0,70.6,89.0,Denis Cheryshev
Giorgio Chiellini,ITA,DF,Juventus,Serie A,35.0,1984.0,15.4,1228.0,186.0,584.0,663.0,51.0,13.0,1185.0,3.0,4.0,75.0,3.0,0.0,788.0,4291.0,2236.0,43.0,11.0,0.0,0.0,4.0,939.0,925.0,98.5,6.0,Giorgio Chiellini
Federico Chiesa,ITA,DF,Fiorentina,Serie A,22.0,1997.0,2.7,158.0,5.0,33.0,57.0,77.0,23.0,138.0,8.0,13.0,61.5,8.0,0.0,116.0,611.0,416.0,26.0,5.0,9.0,5.0,6.0,119.0,104.0,87.4,16.0,Federico Chiesa
Federico Chiesa,ITA,MFDF,Juventus,Serie A,22.0,1997.0,24.6,1100.0,22.0,165.0,457.0,579.0,122.0,1050.0,35.0,62.0,56.5,36.0,3.0,821.0,5113.0,3331.0,159.0,45.0,44.0,36.0,42.0,1006.0,789.0,78.4,132.0,Federico Chiesa
Ben Chilwell,ENG,DF,Chelsea,Premier League,23.0,1996.0,25.4,2111.0,60.0,559.0,920.0,779.0,77.0,1833.0,18.0,33.0,54.5,21.0,1.0,1322.0,7013.0,4207.0,177.0,61.0,11.0,27.0,26.0,1574.0,1410.0,89.6,90.0,Ben Chilwell
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,30.0,1989.0,20.4,1805.0,242.0,839.0,1019.0,81.0,19.0,1766.0,12.0,18.0,66.7,13.0,0.0,1306.0,6496.0,3690.0,90.0,24.0,2.0,4.0,9.0,1385.0,1356.0,97.9,7.0,Vlad Chiriches
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,23.0,1997.0,25.3,1415.0,32.0,289.0,923.0,268.0,21.0,1385.0,6.0,15.0,40.0,8.0,0.0,886.0,4032.0,1995.0,61.0,13.0,0.0,12.0,16.0,1054.0,967.0,91.7,44.0,Pedro Chirivella
Tahith Chong,NED,FWMF,Werder Bremen,Bundesliga,20.0,1999.0,4.3,214.0,5.0,34.0,102.0,99.0,14.0,210.0,11.0,20.0,55.0,12.0,0.0,172.0,883.0,464.0,16.0,7.0,3.0,12.0,16.0,211.0,136.0,64.5,25.0,Tahith Chong
Joris Chotard,FRA,MF,Montpellier,Ligue 1,18.0,2001.0,12.9,489.0,29.0,146.0,274.0,92.0,11.0,472.0,8.0,11.0,72.7,9.0,3.0,252.0,1240.0,631.0,28.0,4.0,1.0,12.0,8.0,346.0,282.0,81.5,26.0,Joris Chotard
Hamza Choudhury,ENG,MF,Leicester City,Premier League,22.0,1997.0,3.5,278.0,11.0,71.0,186.0,28.0,1.0,275.0,0.0,1.0,0.0,0.0,1.0,176.0,763.0,309.0,9.0,1.0,0.0,3.0,2.0,209.0,188.0,90.0,3.0,Hamza Choudhury
Mounir Chouiar,FRA,FWMF,Dijon,Ligue 1,21.0,1999.0,14.3,757.0,11.0,113.0,413.0,300.0,44.0,708.0,48.0,82.0,58.5,51.0,4.0,579.0,2982.0,1866.0,102.0,22.0,11.0,39.0,54.0,679.0,540.0,79.5,63.0,Mounir Chouiar
Andreas Christensen,DEN,DF,Chelsea,Premier League,24.0,1996.0,15.2,1245.0,181.0,698.0,595.0,34.0,7.0,1221.0,1.0,2.0,50.0,2.0,0.0,833.0,4172.0,2385.0,54.0,10.0,0.0,2.0,3.0,930.0,916.0,98.5,1.0,Andreas Christensen
Carney Chukwuemeka,ENG,FWMF,Aston Villa,Premier League,16.0,2004.0,0.2,12.0,0.0,2.0,4.0,6.0,2.0,12.0,0.0,0.0,,0.0,0.0,8.0,33.0,16.0,1.0,0.0,0.0,1.0,0.0,21.0,9.0,42.9,2.0,Carney Chukwuemeka
Samuel Chukwueze,NGA,MFFW,Villarreal,La Liga,21.0,1999.0,15.2,752.0,11.0,80.0,325.0,426.0,98.0,734.0,49.0,94.0,52.1,55.0,1.0,618.0,3958.0,2711.0,160.0,42.0,35.0,43.0,25.0,755.0,582.0,77.1,131.0,Samuel Chukwueze
Darko Churlinov,MKD,DFFW,Stuttgart,Bundesliga,20.0,2000.0,2.4,141.0,5.0,29.0,61.0,63.0,9.0,137.0,7.0,10.0,70.0,7.0,1.0,115.0,637.0,363.0,18.0,5.0,3.0,7.0,10.0,119.0,98.0,82.4,16.0,Darko Churlinov
Víctor Chust,ESP,DF,Real Madrid,La Liga,20.0,2000.0,1.1,87.0,15.0,51.0,38.0,1.0,0.0,84.0,0.0,0.0,,0.0,0.0,47.0,245.0,118.0,6.0,0.0,0.0,0.0,0.0,58.0,57.0,98.3,0.0,Victor Chust
Sébastien Cibois,FRA,GK,Brest,Ligue 1,22.0,1998.0,3.0,97.0,88.0,94.0,3.0,0.0,0.0,67.0,1.0,2.0,50.0,1.0,0.0,50.0,225.0,118.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,100.0,0.0,Sebastien Cibois
Cifu,ESP,DF,Elche,La Liga,29.0,1990.0,5.0,274.0,14.0,93.0,138.0,65.0,2.0,229.0,3.0,8.0,37.5,4.0,0.0,137.0,682.0,345.0,17.0,7.0,0.0,3.0,7.0,158.0,135.0,85.4,12.0,Cifu
