Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Name_no_spec_chars
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,16,67,30,44.8,2.03,0.91,0.18,0.4,14.3,0.0,4,5,16.5,12.7,0.19,-0.5,-0.7,Ludovic Ajorque
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,2,19,4,21.1,0.73,0.15,0.11,0.5,13.4,0.0,0,0,1.8,1.8,0.09,0.2,0.2,Manuel Akanji
Carlos Akapo,EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,1,2,1,50.0,0.21,0.1,0.5,1.0,23.8,0.0,0,0,0.4,0.4,0.19,0.6,0.6,Carlos Akapo
Marley Aké,FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,0,4,0,0.0,2.47,0.0,0.0,,11.1,0.0,0,0,1.1,1.1,0.27,-1.1,-1.1,Marley Ake
Nathan Aké,NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,1,3,1,33.3,0.34,0.11,0.33,1.0,16.0,0.0,0,0,0.1,0.1,0.04,0.9,0.9,Nathan Ake
Paul Akouokou,CIV,MF,Betis,La Liga,22.0,1997.0,4.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Paul Akouokou
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,0,12,1,8.3,1.02,0.09,0.0,0.0,15.5,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Jean Daniel Akpa Akpro
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,1,2,2,100.0,0.15,0.15,0.5,0.5,19.7,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Kevin Akpoguma
David Alaba,AUT,DFMF,Bayern Munich,Bundesliga,28.0,1992.0,29.7,2,21,6,28.6,0.71,0.2,0.1,0.33,22.3,3.0,0,0,1.3,1.3,0.06,0.7,0.7,David Alaba
Sofiane Alakouch,FRA,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,0,5,0,0.0,0.3,0.0,0.0,,21.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Sofiane Alakouch
Jony Álamo,ESP,MF,Elche,La Liga,18.0,2001.0,0.8,0,1,0,0.0,1.23,0.0,0.0,,26.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Jony Alamo
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,11,37,18,48.6,2.67,1.3,0.24,0.5,12.6,0.0,2,2,6.5,5.0,0.14,4.5,4.0,Lucas Alario
Jordi Alba,ESP,DF,Barcelona,La Liga,31.0,1989.0,33.6,3,27,11,40.7,0.8,0.33,0.11,0.27,19.6,1.0,0,0,2.4,2.4,0.09,0.6,0.6,Jordi Alba
Luis Alberto,ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,9,69,29,42.0,2.37,1.0,0.13,0.31,20.3,3.0,0,0,5.5,5.3,0.08,3.5,3.7,Luis Alberto
Raúl Albiol,ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,0,8,1,12.5,0.23,0.03,0.0,0.0,13.9,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Raul Albiol
Marc Albrighton,ENG,DFFW,Leicester City,Premier League,30.0,1989.0,19.4,1,21,9,42.9,1.08,0.46,0.05,0.11,20.9,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Marc Albrighton
Paco Alcácer,ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,6,36,18,50.0,2.1,1.05,0.14,0.28,13.7,3.0,1,2,8.3,6.7,0.2,-2.3,-1.7,Paco Alcacer
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,0,2,0,0.0,0.2,0.0,0.0,,12.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Pedro Alcala
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,1,22,5,22.7,1.07,0.24,0.05,0.2,21.0,1.0,0,0,1.4,1.4,0.06,-0.4,-0.4,Thiago Alcantara
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,1,27,3,11.1,1.12,0.12,0.04,0.33,24.2,6.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Ruben Alcaraz
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,0,7,2,28.6,0.48,0.14,0.0,0.0,13.4,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Omar Alderete
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,1,11,3,27.3,0.44,0.12,0.09,0.33,7.6,0.0,0,0,0.8,0.8,0.08,0.2,0.2,Toby Alderweireld
Iván Alejo,ESP,MFFW,Cádiz,La Liga,25.0,1995.0,9.2,1,13,3,23.1,1.41,0.33,0.08,0.33,17.8,1.0,0,0,1.0,1.0,0.07,0.0,0.0,Ivan Alejo
Carles Aleñá,ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,17.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Carles Alena
Carles Aleñá,ESP,MFFW,Getafe,La Liga,22.0,1998.0,15.2,2,30,8,26.7,1.98,0.53,0.07,0.25,21.0,0.0,0,0,1.9,1.9,0.06,0.1,0.1,Carles Alena
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Runar Alex Runarsson
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,2,56,11,19.6,1.66,0.33,0.04,0.18,23.7,16.0,0,0,2.8,2.8,0.05,-0.8,-0.8,Trent Alexander Arnold
Alfon,ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,0,1,1,100.0,2.65,2.65,0.0,0.0,18.4,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Alfon
Mohamed Ali Cho,FRA,FWMF,Angers,Ligue 1,16.0,2004.0,3.9,0,10,0,0.0,2.59,0.0,0.0,,12.4,0.0,0,0,1.4,1.4,0.14,-1.4,-1.4,Mohamed Ali Cho
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28.0,1992.0,27.3,2,25,8,32.0,0.91,0.29,0.08,0.25,18.6,0.0,0,0,1.5,1.5,0.06,0.5,0.5,Ezgjan Alioski
Rachid Alioui,MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Rachid Alioui
Alisson,BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,1,1,1,100.0,0.03,0.03,1.0,1.0,6.0,0.0,0,0,0.1,0.1,0.1,0.9,0.9,Alisson
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Saturnin Allagbe
Allan,BRA,MF,Everton,Premier League,29.0,1991.0,22.8,0,7,2,28.6,0.31,0.09,0.0,0.0,21.8,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Allan
Dele Alli,ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,0,12,4,33.3,1.74,0.58,0.0,0.0,14.2,0.0,0,0,1.3,1.3,0.11,-1.3,-1.3,Dele Alli
Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,26.0,1994.0,27.0,4,33,13,39.4,1.22,0.48,0.12,0.31,18.4,1.0,0,0,3.2,3.2,0.1,0.8,0.8,Miguel Almiron
Marcos Alonso,ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,2,22,9,40.9,2.06,0.84,0.09,0.22,17.2,5.0,0,0,1.7,1.7,0.08,0.3,0.3,Marcos Alonso
Sergio Álvarez,ESP,MFDF,Eibar,La Liga,28.0,1992.0,17.4,0,6,2,33.3,0.34,0.11,0.0,0.0,16.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Sergio Alvarez
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,1,11,1,9.1,0.51,0.05,0.09,1.0,14.1,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Yeray Alvarez
Bruno Alves,POR,DF,Parma,Serie A,38.0,1981.0,18.1,1,10,3,30.0,0.55,0.17,0.1,0.33,22.0,3.0,0,0,0.3,0.3,0.03,0.7,0.7,Bruno Alves
Steven Alzate,COL,MFDF,Brighton,Premier League,21.0,1998.0,10.0,1,7,2,28.6,0.7,0.2,0.14,0.5,17.2,0.0,0,0,0.7,0.7,0.1,0.3,0.3,Steven Alzate
Ibrahim Amadou,FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,0,15,5,33.3,0.9,0.3,0.0,0.0,19.0,0.0,0,0,2.1,2.1,0.14,-2.1,-2.1,Ibrahim Amadou
Romain Amalfitano,FRA,FWDF,Dijon,Ligue 1,30.0,1989.0,1.3,0,2,0,0.0,1.55,0.0,0.0,,29.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Romain Amalfitano
Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Emmanuel Amankwaa Akurugu
Daniel Amartey,GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,1,3,1,33.3,0.37,0.12,0.33,1.0,10.8,0.0,0,0,0.4,0.4,0.13,0.6,0.6,Daniel Amartey
Jordan Amavi,FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,1,4,1,25.0,0.44,0.11,0.25,1.0,10.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Jordan Amavi
Thierry Ambrose,FRA,FW,Metz,Ligue 1,23.0,1997.0,8.4,0,19,7,36.8,2.27,0.84,0.0,0.0,19.8,0.0,0,0,1.4,1.4,0.07,-1.4,-1.4,Thierry Ambrose
Wisdom Amey,ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Wisdom Amey
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,2,43,14,32.6,2.05,0.67,0.05,0.14,23.5,3.0,0,0,2.1,2.1,0.05,-0.1,-0.1,Nadiem Amiri
Ethan Ampadu,WAL,DFMF,Sheffield Utd,Premier League,19.0,2000.0,23.2,0,7,2,28.6,0.3,0.09,0.0,0.0,17.2,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Ethan Ampadu
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,0,9,3,33.3,0.33,0.11,0.0,0.0,19.4,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Sofyan Amrabat
Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,0,5,1,20.0,0.56,0.11,0.0,0.0,12.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Jon Ander Garrido
Joachim Andersen,DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,0,5,0,0.0,2.34,0.0,0.0,,20.0,1.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Joachim Andersen
Joachim Andersen,DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,1,13,3,23.1,0.43,0.1,0.08,0.33,15.4,1.0,0,0,1.1,1.1,0.08,-0.1,-0.1,Joachim Andersen
Djavan Anderson,NED,DF,Lazio,Serie A,25.0,1995.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Djavan Anderson
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Elliot Anderson
Felipe Anderson,BRA,FWMF,West Ham,Premier League,27.0,1993.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Felipe Anderson
Sebastian Andersson,SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,3,39,14,35.9,3.12,1.12,0.05,0.14,12.4,0.0,1,1,5.5,4.7,0.12,-2.5,-2.7,Sebastian Andersson
Nícolas Andrade,BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nicolas Andrade
Benjamin André,FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,0,20,7,35.0,0.62,0.22,0.0,0.0,13.8,0.0,0,0,1.1,1.1,0.06,-1.1,-1.1,Benjamin Andre
Robert Andrich,GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,5,40,9,22.5,1.43,0.32,0.13,0.56,22.2,4.0,0,0,2.5,2.5,0.06,2.5,2.5,Robert Andrich
Victorien Angban,CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,0,6,1,16.7,0.32,0.05,0.0,0.0,21.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Victorien Angban
