Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG,npxG,xA,npxG+xA,xG_per90,xA_per90,xG+xA_per90,npxG_per90,npxG+xA_per90,Name_no_spec_chars
Ángel,ESP,GK,Granada,La Liga,18.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Angel
Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22.0,1998.0,2,1,135,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Miguel Angel Rubio
José Ángel,ESP,DF,Eibar,La Liga,30.0,1989.0,14,11,901,10.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.08,0.08,0.0,0.08,Jose Angel
Angeliño,ESP,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,26,24,2161,24.0,4,4,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,3.8,3.8,5.0,8.8,0.16,0.21,0.37,0.16,0.37,Angelino
Davide Angelo Ghislandi,ITA,DF,Atalanta,Serie A,19.0,2001.0,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davide Angelo Ghislandi
Philip Ankhrah,GHA,MF,Hellas Verona,Serie A,17.0,2002.0,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philip Ankhrah
Cristian Ansaldi,ARG,DF,Torino,Serie A,33.0,1986.0,31,20,1947,21.6,1,6,0,1,1,1,0,0.05,0.28,0.32,0.0,0.28,1.7,0.9,5.0,5.9,0.08,0.23,0.31,0.04,0.27,Cristian Ansaldi
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,24.0,1996.0,31,30,2711,30.1,0,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,1.2,1.2,0.4,1.6,0.04,0.01,0.05,0.04,0.05,Waldemar Anton
José Antonio Miranda,EQG,MFDF,Getafe,La Liga,22.0,1998.0,4,0,26,0.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.69,0.0,0.69,0.69,0.69,Jose Antonio Miranda
Michail Antonio,ENG,FW,West Ham,Premier League,30.0,1990.0,26,24,1974,21.9,10,5,10,0,0,3,0,0.46,0.23,0.68,0.46,0.68,11.4,11.4,2.3,13.7,0.52,0.11,0.62,0.52,0.62,Michail Antonio
Valentin Antov,BUL,DF,Bologna,Serie A,19.0,2000.0,5,2,232,2.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Valentin Antov
Houssem Aouar,FRA,MFFW,Lyon,Ligue 1,22.0,1998.0,30,23,1781,19.8,7,3,5,2,2,3,1,0.35,0.15,0.51,0.25,0.4,10.3,8.8,4.0,12.8,0.52,0.2,0.72,0.44,0.65,Houssem Aouar
Adil Aouchiche,FRA,MFFW,Saint-Étienne,Ligue 1,18.0,2002.0,34,21,1731,19.2,2,5,2,0,0,2,0,0.1,0.26,0.36,0.1,0.36,3.3,3.3,5.1,8.4,0.17,0.27,0.44,0.17,0.44,Adil Aouchiche
Dennis Appiah,FRA,DF,Nantes,Ligue 1,28.0,1992.0,22,16,1556,17.3,0,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,1.0,1.2,0.01,0.06,0.07,0.01,0.07,Dennis Appiah
Aritz Arambarri,ESP,DF,Real Sociedad,La Liga,22.0,1998.0,1,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.5,0.0,0.5,0.5,0.5,Aritz Arambarri
Mauro Arambarri,URU,MF,Getafe,La Liga,24.0,1995.0,34,33,2983,33.1,3,0,3,0,0,11,0,0.09,0.0,0.09,0.09,0.09,2.2,2.2,2.1,4.3,0.07,0.06,0.13,0.07,0.13,Mauro Arambarri
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,31.0,1989.0,21,20,1669,18.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.04,0.04,0.08,0.04,0.08,Charles Aranguiz
Luiz Araújo,BRA,MF,Lille,Ligue 1,24.0,1996.0,28,17,1496,16.6,4,2,4,0,0,5,0,0.24,0.12,0.36,0.24,0.36,3.7,3.7,2.6,6.3,0.22,0.16,0.38,0.22,0.38,Luiz Araujo
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,28.0,1991.0,33,26,2426,27.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.01,0.02,0.04,0.01,0.04,Nestor Araujo
Ronald Araújo,URU,DF,Barcelona,La Liga,21.0,1999.0,24,16,1510,16.8,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,1.6,1.6,0.1,1.7,0.09,0.01,0.1,0.09,0.1,Ronald Araujo
Anaitz Arbilla,ESP,DF,Eibar,La Liga,33.0,1987.0,34,30,2807,31.2,0,1,0,0,0,8,0,0.0,0.03,0.03,0.0,0.03,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07,Anaitz Arbilla
Alphonse Areola,FRA,GK,Fulham,Premier League,27.0,1993.0,36,36,3240,36.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alphonse Areola
Santiago Arias,COL,DF,Leverkusen,Bundesliga,28.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santiago Arias
Karim Aribi,ALG,FW,Nîmes,Ligue 1,26.0,1994.0,13,2,294,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,0.31,0.07,0.38,0.31,0.38,Karim Aribi
Unai Arietaleanizbeaskoa,ESP,FWMF,Eibar,La Liga,21.0,1999.0,4,0,47,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Unai Arietaleanizbeaskoa
Nicolò Armini,ITA,DF,Lazio,Serie A,19.0,2001.0,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicolo Armini
Stuart Armstrong,SCO,MF,Southampton,Premier League,28.0,1992.0,33,32,2764,30.7,4,5,4,0,0,3,0,0.13,0.16,0.29,0.13,0.29,3.0,3.0,2.7,5.7,0.1,0.09,0.18,0.1,0.18,Stuart Armstrong
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26.0,1994.0,30,30,2585,28.7,3,6,3,0,0,7,1,0.1,0.21,0.31,0.1,0.31,2.0,2.0,4.8,6.8,0.07,0.17,0.24,0.07,0.24,Maximilian Arnold
Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19.0,2000.0,10,0,112,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.34,0.01,0.35,0.34,0.35,Toluwalas Arokodare
Sergio Arribas,ESP,FWDF,Real Madrid,La Liga,18.0,2001.0,8,0,135,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,Sergio Arribas
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,25.0,1994.0,7,6,585,6.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepa Arrizabalaga
Tolgay Arslan,GER,MF,Udinese,Serie A,29.0,1990.0,30,25,1818,20.2,3,0,3,0,0,9,0,0.15,0.0,0.15,0.15,0.15,1.0,1.0,0.3,1.3,0.05,0.02,0.07,0.05,0.07,Tolgay Arslan
Kwadwo Asamoah,GHA,DFMF,Cagliari,Serie A,31.0,1988.0,9,1,224,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Kwadwo Asamoah
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23.0,1997.0,13,8,762,8.5,1,0,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,0.6,0.6,0.2,0.8,0.07,0.03,0.09,0.07,0.09,Santiago Ascacibar
Sergio Asenjo,ESP,GK,Villarreal,La Liga,31.0,1989.0,36,36,3240,36.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio Asenjo
Marco Asensio,ESP,FWMF,Real Madrid,La Liga,24.0,1996.0,35,21,1869,20.8,5,2,5,0,0,1,0,0.24,0.1,0.34,0.24,0.34,4.9,4.9,3.0,7.9,0.23,0.15,0.38,0.23,0.38,Marco Asensio
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19.0,2001.0,6,0,95,1.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Kristoffer Askildsen
Iago Aspas,ESP,FW,Celta Vigo,La Liga,32.0,1987.0,33,33,2864,31.8,14,13,9,5,5,9,0,0.44,0.41,0.85,0.28,0.69,12.5,8.7,8.3,17.0,0.39,0.26,0.65,0.27,0.54,Iago Aspas
Roger Assalé,CIV,FWMF,Dijon,Ligue 1,26.0,1993.0,17,11,828,9.2,1,1,1,0,0,0,1,0.11,0.11,0.22,0.11,0.22,0.8,0.8,0.6,1.4,0.09,0.07,0.16,0.09,0.16,Roger Assale
Miguel Atienza,ESP,MF,Eibar,La Liga,21.0,1999.0,12,9,838,9.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04,Miguel Atienza
Youcef Attal,ALG,DFMF,Nice,Ligue 1,24.0,1996.0,18,13,956,10.6,1,0,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.6,0.6,0.5,1.1,0.06,0.05,0.1,0.06,0.1,Youcef Attal
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31.0,1989.0,29,26,2332,25.9,10,3,8,2,2,2,0,0.39,0.12,0.5,0.31,0.42,10.6,9.1,2.8,11.9,0.41,0.11,0.52,0.35,0.46,Pierre Emerick Aubameyang
Emil Audero,ITA,GK,Sampdoria,Serie A,23.0,1997.0,37,37,3330,37.0,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,Emil Audero
Tommaso Augello,ITA,DF,Sampdoria,Serie A,25.0,1994.0,37,37,3216,35.7,1,3,1,0,0,2,1,0.03,0.08,0.11,0.03,0.11,0.3,0.3,3.1,3.4,0.01,0.09,0.1,0.01,0.1,Tommaso Augello
Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23.0,1997.0,3,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Kevin Augustin
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26.0,1994.0,23,21,1957,21.7,0,4,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,0.9,0.9,2.8,3.7,0.04,0.13,0.17,0.04,0.17,Ludwig Augustinsson
Serge Aurier,CIV,DF,Tottenham,Premier League,27.0,1992.0,19,19,1605,17.8,2,3,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,1.4,1.4,1.9,3.2,0.08,0.11,0.18,0.08,0.18,Serge Aurier
Charlie Austin,ENG,FW,West Brom,Premier League,31.0,1989.0,5,0,138,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.13,0.0,0.13,0.13,0.13,Charlie Austin
Ezequiel Ávila,ARG,MFFW,Osasuna,La Liga,26.0,1994.0,8,2,202,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.31,0.0,0.31,0.31,0.31,Ezequiel Avila
Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22.0,1997.0,21,16,1359,15.1,5,2,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,6.9,6.9,1.5,8.4,0.46,0.1,0.56,0.46,0.56,Taiwo Awoniyi
Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18.0,2002.0,6,6,500,5.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.08,0.08,0.0,0.08,Mehmet Can Aydin
Jordan Ayew,GHA,FWMF,Crystal Palace,Premier League,28.0,1991.0,33,23,2096,23.3,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.4,2.4,0.7,3.0,0.1,0.03,0.13,0.1,0.13,Jordan Ayew
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25.0,1994.0,19,7,796,8.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.05,0.0,0.06,0.05,0.06,Kaan Ayhan
Luke Ayling,ENG,DF,Leeds United,Premier League,28.0,1991.0,38,38,3399,37.8,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,2.6,4.0,0.04,0.07,0.1,0.04,0.1,Luke Ayling
Ramon Azeez,NGA,MFDF,Granada,La Liga,27.0,1992.0,2,1,101,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.15,0.0,0.15,0.15,0.15,Ramon Azeez
César Azpilicueta,ESP,DF,Chelsea,Premier League,30.0,1989.0,26,24,2188,24.3,1,2,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.6,3.4,0.03,0.11,0.14,0.03,0.14,Cesar Azpilicueta
Ludovic Baal,GUF,DF,Brest,Ligue 1,34.0,1986.0,7,3,296,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.17,0.17,0.0,0.17,Ludovic Baal
Carlos Bacca,COL,FW,Villarreal,La Liga,33.0,1986.0,23,9,786,8.7,5,0,5,0,0,1,0,0.57,0.0,0.57,0.57,0.57,3.5,3.5,0.9,4.4,0.4,0.11,0.5,0.4,0.5,Carlos Bacca
Loïc Bade,FRA,DF,Lens,Ligue 1,20.0,2000.0,31,29,2610,29.0,0,0,0,0,0,11,1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03,Loic Bade
Milan Badelj,CRO,MF,Genoa,Serie A,31.0,1989.0,30,29,2408,26.8,1,4,1,0,0,7,0,0.04,0.15,0.19,0.04,0.19,0.5,0.5,2.8,3.3,0.02,0.1,0.12,0.02,0.12,Milan Badelj
Édgar Badía,ESP,GK,Elche,La Liga,28.0,1992.0,30,30,2700,30.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edgar Badia
Alex Baena,ESP,MF,Villarreal,La Liga,19.0,2001.0,6,2,137,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.05,0.09,0.05,0.09,Alex Baena
Miguel Baeza,ESP,MFFW,Celta Vigo,La Liga,20.0,2000.0,22,4,543,6.0,1,0,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,1.5,1.5,0.6,2.2,0.26,0.1,0.36,0.26,0.36,Miguel Baeza
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28.0,1992.0,30,18,1616,18.0,6,2,6,0,1,4,0,0.33,0.11,0.45,0.33,0.45,7.4,6.6,1.4,8.0,0.41,0.08,0.49,0.37,0.45,Stephane Bahoken
Leon Bailey,JAM,FWMF,Leverkusen,Bundesliga,22.0,1997.0,30,25,2141,23.8,9,8,9,0,0,6,0,0.38,0.34,0.71,0.38,0.71,6.9,6.9,6.1,13.0,0.29,0.26,0.55,0.29,0.55,Leon Bailey
Eric Bailly,CIV,DF,Manchester Utd,Premier League,26.0,1994.0,12,10,916,10.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Eric Bailly
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stefan Bajic
Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25.0,1994.0,32,23,1964,21.8,2,1,2,0,0,6,1,0.09,0.05,0.14,0.09,0.14,1.1,1.1,0.8,1.9,0.05,0.04,0.09,0.05,0.09,Tiemoue Bakayoko
Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20.0,2000.0,26,18,1694,18.8,0,2,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,1.9,2.1,0.01,0.1,0.11,0.01,0.11,Mitchel Bakker
Ridle Baku,GER,FWDF,Wolfsburg,Bundesliga,22.0,1998.0,32,31,2678,29.8,6,7,6,0,0,1,0,0.2,0.24,0.44,0.2,0.44,3.3,3.3,4.5,7.8,0.11,0.15,0.26,0.11,0.26,Ridle Baku
Ridle Baku,GER,DF,Mainz 05,Bundesliga,22.0,1998.0,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ridle Baku
Dilane Bakwa,FRA,FWMF,Bordeaux,Ligue 1,17.0,2002.0,7,0,56,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.16,0.06,0.22,0.16,0.22,Dilane Bakwa
Fabián Balbuena,PAR,DF,West Ham,Premier League,28.0,1991.0,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.0,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.0,0.05,0.05,0.05,Fabian Balbuena
Keita Baldé,SEN,FW,Sampdoria,Serie A,25.0,1995.0,25,12,1197,13.3,7,1,7,0,0,4,1,0.53,0.08,0.6,0.53,0.6,5.8,5.8,1.7,7.6,0.44,0.13,0.57,0.44,0.57,Keita Balde
George Baldock,ENG,DF,Sheffield Utd,Premier League,27.0,1993.0,32,32,2787,31.0,0,2,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06,1.1,1.1,1.7,2.8,0.04,0.05,0.09,0.04,0.09,George Baldock
Gareth Bale,WAL,FW,Tottenham,Premier League,31.0,1989.0,20,10,920,10.2,11,2,11,0,0,1,0,1.08,0.2,1.27,1.08,1.27,5.3,5.3,1.9,7.2,0.52,0.19,0.71,0.52,0.71,Gareth Bale
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32.0,1988.0,23,17,1689,18.8,0,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.6,0.7,0.0,0.03,0.04,0.0,0.04,Mikel Balenziaga
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21.0,1999.0,21,19,1634,18.2,2,0,2,0,0,6,1,0.11,0.0,0.11,0.11,0.11,1.8,1.8,0.0,1.9,0.1,0.0,0.1,0.1,0.1,Leonardo Balerdi
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23.0,1997.0,24,6,662,7.4,0,3,0,0,0,2,0,0.0,0.41,0.41,0.0,0.41,0.2,0.2,0.7,0.8,0.03,0.09,0.12,0.03,0.12,Fode Ballo Toure
Botond Balogh,HUN,DF,Parma,Serie A,18.0,2002.0,3,1,165,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botond Balogh
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30.0,1990.0,16,16,1347,15.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,0.0,0.09,0.1,0.0,0.1,Abdoulaye Bamba
Jonathan Bamba,FRA,MF,Lille,Ligue 1,24.0,1996.0,38,34,2985,33.2,6,9,6,0,0,2,0,0.18,0.27,0.45,0.18,0.45,4.4,4.4,5.1,9.5,0.13,0.15,0.29,0.13,0.29,Jonathan Bamba
Robson Bambu,BRA,DF,Nice,Ligue 1,22.0,1997.0,15,12,1046,11.6,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.01,0.0,0.01,Robson Bambu
Patrick Bamford,ENG,FW,Leeds United,Premier League,26.0,1993.0,38,37,3050,33.9,17,7,15,2,2,3,0,0.5,0.21,0.71,0.44,0.65,17.3,15.7,4.1,19.8,0.51,0.12,0.63,0.46,0.59,Patrick Bamford
Mattia Bani,ITA,DF,Genoa,Serie A,26.0,1993.0,11,10,921,10.2,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07,Mattia Bani
Mattia Bani,ITA,DF,Parma,Serie A,26.0,1993.0,15,14,1145,12.7,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.04,0.02,0.06,0.04,0.06,Mattia Bani
Simon Banza,FRA,FW,Lens,Ligue 1,23.0,1996.0,34,12,1372,15.2,5,2,4,1,1,6,1,0.33,0.13,0.46,0.26,0.39,5.9,5.1,1.2,6.3,0.39,0.08,0.47,0.34,0.42,Simon Banza
Antonín Barák,CZE,MFFW,Hellas Verona,Serie A,25.0,1994.0,34,32,2765,30.7,7,3,7,0,0,5,1,0.23,0.1,0.33,0.23,0.33,5.8,5.8,2.8,8.6,0.19,0.09,0.28,0.19,0.28,Antonin Barak
Federico Barba,ITA,DF,Benevento,Serie A,26.0,1993.0,32,31,2659,29.5,0,2,0,0,0,8,0,0.0,0.07,0.07,0.0,0.07,1.0,1.0,1.7,2.7,0.03,0.06,0.09,0.03,0.09,Federico Barba
Danilo Barbosa,BRA,DF,Nice,Ligue 1,24.0,1996.0,4,3,250,2.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.09,0.01,0.1,0.09,0.1,Danilo Barbosa
Barcia,ESP,DF,Granada,La Liga,19.0,2000.0,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barcia
Melvin Bard,FRA,DF,Lyon,Ligue 1,19.0,2000.0,14,4,432,4.8,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Melvin Bard
Enis Bardhi,MKD,MF,Levante,La Liga,25.0,1995.0,26,19,1682,18.7,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,2.9,2.9,1.1,4.0,0.15,0.06,0.21,0.15,0.21,Enis Bardhi
Phil Bardsley,SCO,DF,Burnley,Premier League,35.0,1985.0,4,3,274,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Phil Bardsley
Nicolò Barella,ITA,MF,Inter,Serie A,23.0,1997.0,36,32,2896,32.2,3,7,3,0,0,5,0,0.09,0.22,0.31,0.09,0.31,2.6,2.6,5.4,8.1,0.08,0.17,0.25,0.08,0.25,Nicolo Barella
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31.0,1989.0,1,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philipp Bargfrede
Kike Barja,ESP,MFFW,Osasuna,La Liga,23.0,1997.0,33,17,1433,15.9,2,3,2,0,0,2,0,0.13,0.19,0.31,0.13,0.31,1.8,1.8,1.9,3.7,0.12,0.12,0.23,0.12,0.23,Kike Barja
Ross Barkley,ENG,MF,Aston Villa,Premier League,26.0,1993.0,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.19,0.21,0.4,0.19,0.4,Ross Barkley
Ross Barkley,ENG,MF,Chelsea,Premier League,26.0,1993.0,2,0,42,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Ross Barkley
Aymen Barkok,MAR,FWMF,Eint Frankfurt,Bundesliga,22.0,1998.0,26,9,977,10.9,2,3,2,0,0,5,0,0.18,0.28,0.46,0.18,0.46,1.6,1.6,3.0,4.6,0.15,0.27,0.42,0.15,0.42,Aymen Barkok
Ashley Barnes,ENG,FW,Burnley,Premier League,30.0,1989.0,22,15,1331,14.8,3,0,2,1,1,4,0,0.2,0.0,0.2,0.14,0.14,5.1,4.4,0.7,5.1,0.35,0.04,0.39,0.3,0.34,Ashley Barnes
Harvey Barnes,ENG,FWMF,Leicester City,Premier League,22.0,1997.0,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.6,0.42,0.6,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Harvey Barnes
Marc Baró,ESP,DF,Cádiz,La Liga,20.0,1999.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.02,0.33,0.35,0.02,0.35,Marc Baro
Antonio Barragán,ESP,DF,Elche,La Liga,33.0,1987.0,27,26,2235,24.8,0,3,0,0,0,8,0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,1.0,1.6,0.02,0.04,0.06,0.02,0.06,Antonio Barragan
Antonio Barreca,ITA,DF,Fiorentina,Serie A,25.0,1995.0,3,1,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.25,0.04,0.29,0.25,0.29,Antonio Barreca
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20.0,2000.0,29,27,2303,25.6,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,3.3,3.3,2.1,5.4,0.13,0.08,0.21,0.13,0.21,Leandro Barreiro Martins
Ander Barrenetxea,ESP,MFFW,Real Sociedad,La Liga,18.0,2001.0,31,13,1307,14.5,3,0,3,0,0,7,0,0.21,0.0,0.21,0.21,0.21,1.8,1.8,2.0,3.8,0.12,0.14,0.26,0.12,0.26,Ander Barrenetxea
Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25.0,1994.0,16,13,1108,12.3,0,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,1.2,1.3,0.0,0.1,0.1,0.0,0.1,Jacob Barrett Laursen
