Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Name_no_spec_chars
Adrián,ESP,GK,Liverpool,Premier League,33.0,1987.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Adrian
Martin Agirregabiria,ESP,DFMF,Alavés,La Liga,24.0,1996.0,17.3,34.0,16,18.0,10.0,6.0,13.0,28.0,46.4,15.0,187.0,58.0,31.0,73.0,90.0,24.0,25.0,4.0,1.0,21.0,34,68.0,48.0,1.0,Martin Agirregabiria
Lucien Agoume,FRA,MF,Spezia,Serie A,18.0,2002.0,8.9,14.0,11,9.0,5.0,0.0,2.0,13.0,15.4,11.0,151.0,43.0,28.5,51.0,86.0,14.0,18.0,4.0,0.0,14.0,20,34.0,14.0,1.0,Lucien Agoume
Felix Agu,GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,7.8,27.0,16,12.0,11.0,4.0,13.0,24.0,54.2,11.0,180.0,48.0,26.7,86.0,63.0,31.0,16.0,3.0,0.0,13.0,21,48.0,23.0,0.0,Felix Agu
Kevin Agudelo,COL,FW,Spezia,Serie A,21.0,1998.0,15.1,50.0,30,12.0,25.0,13.0,10.0,35.0,28.6,25.0,356.0,100.0,28.1,64.0,150.0,142.0,30.0,0.0,0.0,30.0,5,55.0,7.0,0.0,Kevin Agudelo
Nayef Aguerd,MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,55.0,37,41.0,14.0,0.0,19.0,36.0,52.8,17.0,270.0,105.0,38.9,159.0,101.0,10.0,43.0,24.0,0.0,19.0,39,94.0,181.0,1.0,Nayef Aguerd
Sergio Agüero,ARG,FWMF,Manchester City,Premier League,32.0,1988.0,6.2,3.0,0,0.0,1.0,2.0,2.0,11.0,18.2,9.0,90.0,25.0,27.8,8.0,31.0,51.0,5.0,1.0,0.0,4.0,4,7.0,1.0,0.0,Sergio Aguero
Ruben Aguilar,FRA,DFFW,Monaco,Ligue 1,27.0,1993.0,24.7,84.0,48,39.0,29.0,16.0,33.0,58.0,56.9,25.0,413.0,147.0,35.6,149.0,168.0,96.0,38.0,2.0,0.0,36.0,37,121.0,54.0,1.0,Ruben Aguilar
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,2.8,2.0,1,1.0,1.0,0.0,2.0,3.0,66.7,1.0,41.0,12.0,29.3,15.0,25.0,1.0,5.0,0.0,0.0,5.0,4,6.0,1.0,0.0,Naouirou Ahamada
Matteo Ahlinvi,BEN,MF,Nîmes,Ligue 1,21.0,1999.0,10.0,30.0,19,17.0,11.0,2.0,7.0,36.0,19.4,29.0,267.0,59.0,22.1,98.0,133.0,36.0,13.0,2.0,0.0,11.0,4,34.0,9.0,0.0,Matteo Ahlinvi
Cheikh Ahmadou Dieng,SEN,FW,Marseille,Ligue 1,20.0,2000.0,1.4,3.0,2,1.0,2.0,0.0,2.0,4.0,50.0,2.0,25.0,2.0,8.0,5.0,9.0,11.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,Cheikh Ahmadou Dieng
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,23.8,55.0,35,19.0,34.0,2.0,10.0,41.0,24.4,31.0,397.0,122.0,30.7,121.0,231.0,45.0,26.0,5.0,0.0,21.0,54,109.0,41.0,1.0,Jean Eudes Aholou
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,26.0,1994.0,0.4,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,10.0,1.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2,3.0,1.0,0.0,Jean Eudes Aholou
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,24.0,1995.0,14.3,28.0,17,22.0,5.0,1.0,11.0,21.0,52.4,10.0,171.0,55.0,32.2,109.0,61.0,1.0,20.0,4.0,0.0,16.0,16,44.0,111.0,2.0,Joseph Aidoo
Ola Aina,NGA,DF,Fulham,Premier League,23.0,1996.0,29.6,47.0,25,27.0,14.0,6.0,17.0,41.0,41.5,24.0,261.0,65.0,24.9,143.0,96.0,22.0,47.0,8.0,0.0,39.0,52,99.0,121.0,0.0,Ola Aina
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,19.0,2001.0,2.1,3.0,2,1.0,2.0,0.0,2.0,4.0,50.0,2.0,33.0,11.0,33.3,19.0,10.0,4.0,4.0,1.0,0.0,3.0,1,4.0,0.0,0.0,Rayan Ait Nouri
Rayan Aït Nouri,FRA,DF,Wolves,Premier League,19.0,2001.0,15.6,31.0,16,16.0,13.0,2.0,12.0,26.0,46.2,14.0,241.0,72.0,29.9,131.0,74.0,36.0,27.0,0.0,0.0,27.0,15,46.0,39.0,0.0,Rayan Ait Nouri
Semi Ajayi,NGA,DF,West Brom,Premier League,26.0,1993.0,30.9,58.0,42,44.0,12.0,2.0,18.0,36.0,50.0,18.0,340.0,132.0,38.8,221.0,102.0,17.0,62.0,35.0,3.0,27.0,41,99.0,148.0,3.0,Semi Ajayi
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,33.0,16,3.0,20.0,10.0,3.0,29.0,10.3,26.0,396.0,96.0,24.2,31.0,186.0,179.0,17.0,7.0,0.0,10.0,12,45.0,47.0,0.0,Ludovic Ajorque
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,46.0,30,28.0,13.0,5.0,16.0,32.0,50.0,16.0,264.0,99.0,37.5,136.0,108.0,20.0,38.0,11.0,0.0,27.0,38,84.0,106.0,1.0,Manuel Akanji
Carlos Akapo,EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,28.0,13,22.0,6.0,0.0,15.0,25.0,60.0,10.0,110.0,31.0,28.2,69.0,36.0,5.0,30.0,4.0,0.0,26.0,13,41.0,40.0,2.0,Carlos Akapo
Marley Aké,FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,3.0,0,2.0,0.0,1.0,0.0,0.0,,0.0,29.0,2.0,6.9,4.0,9.0,16.0,2.0,0.0,0.0,2.0,1,4.0,3.0,0.0,Marley Ake
Nathan Aké,NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,15.0,6,7.0,6.0,2.0,4.0,5.0,80.0,1.0,73.0,25.0,34.2,35.0,30.0,8.0,6.0,2.0,0.0,4.0,6,21.0,26.0,0.0,Nathan Ake
Paul Akouokou,CIV,MF,Betis,La Liga,22.0,1997.0,4.2,12.0,8,3.0,9.0,0.0,2.0,5.0,40.0,3.0,75.0,20.0,26.7,18.0,52.0,5.0,6.0,1.0,0.0,5.0,6,18.0,8.0,0.0,Paul Akouokou
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,46.0,28,15.0,26.0,5.0,9.0,27.0,33.3,18.0,354.0,110.0,31.1,107.0,178.0,69.0,33.0,6.0,0.0,27.0,18,64.0,14.0,0.0,Jean Daniel Akpa Akpro
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,24.0,12,15.0,8.0,1.0,9.0,13.0,69.2,4.0,178.0,64.0,36.0,80.0,83.0,15.0,39.0,16.0,2.0,23.0,10,34.0,44.0,1.0,Kevin Akpoguma
David Alaba,AUT,DFMF,Bayern Munich,Bundesliga,28.0,1992.0,29.7,41.0,30,13.0,25.0,3.0,12.0,37.0,32.4,25.0,346.0,131.0,37.9,120.0,176.0,50.0,47.0,15.0,0.0,32.0,36,77.0,94.0,2.0,David Alaba
Sofiane Alakouch,FRA,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,62.0,32,36.0,15.0,11.0,31.0,47.0,66.0,16.0,262.0,87.0,33.2,150.0,73.0,39.0,35.0,2.0,0.0,33.0,34,96.0,46.0,0.0,Sofiane Alakouch
Jony Álamo,ESP,MF,Elche,La Liga,18.0,2001.0,0.8,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,4.0,44.4,3.0,5.0,1.0,1.0,0.0,0.0,1.0,0,1.0,1.0,0.0,Jony Alamo
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,8.0,6,3.0,3.0,2.0,1.0,4.0,25.0,3.0,152.0,50.0,32.9,5.0,46.0,101.0,9.0,2.0,0.0,7.0,3,11.0,9.0,0.0,Lucas Alario
Jordi Alba,ESP,DF,Barcelona,La Liga,31.0,1989.0,33.6,49.0,24,25.0,16.0,8.0,26.0,64.0,40.6,38.0,346.0,97.0,28.0,124.0,156.0,66.0,64.0,4.0,0.0,60.0,43,92.0,46.0,0.0,Jordi Alba
Luis Alberto,ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,43.0,32,17.0,18.0,8.0,14.0,66.0,21.2,52.0,537.0,155.0,28.9,131.0,275.0,131.0,38.0,2.0,0.0,36.0,21,64.0,12.0,0.0,Luis Alberto
Raúl Albiol,ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,29.0,21,22.0,7.0,0.0,12.0,24.0,50.0,12.0,200.0,79.0,39.5,107.0,85.0,8.0,47.0,24.0,1.0,23.0,23,52.0,170.0,1.0,Raul Albiol
Marc Albrighton,ENG,DFFW,Leicester City,Premier League,30.0,1989.0,19.4,43.0,31,16.0,18.0,9.0,20.0,55.0,36.4,35.0,340.0,129.0,37.9,111.0,144.0,85.0,32.0,2.0,1.0,30.0,28,71.0,26.0,0.0,Marc Albrighton
Paco Alcácer,ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,5.0,4,1.0,2.0,2.0,1.0,9.0,11.1,8.0,167.0,46.0,27.5,8.0,76.0,83.0,11.0,0.0,0.0,11.0,7,12.0,5.0,0.0,Paco Alcacer
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,8.0,7,6.0,2.0,0.0,5.0,9.0,55.6,4.0,66.0,16.0,24.2,45.0,19.0,2.0,27.0,12.0,1.0,15.0,22,30.0,63.0,0.0,Pedro Alcala
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,68.0,43,27.0,29.0,12.0,19.0,50.0,38.0,31.0,462.0,135.0,29.2,120.0,232.0,110.0,28.0,1.0,0.0,27.0,42,110.0,21.0,0.0,Thiago Alcantara
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,55.0,37,33.0,21.0,1.0,21.0,80.0,26.3,59.0,554.0,150.0,27.1,243.0,266.0,45.0,47.0,9.0,0.0,38.0,29,84.0,38.0,1.0,Ruben Alcaraz
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,21.0,13,15.0,6.0,0.0,5.0,16.0,31.3,11.0,138.0,51.0,37.0,84.0,48.0,6.0,23.0,11.0,0.0,12.0,14,35.0,100.0,2.0,Omar Alderete
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,38.0,19,23.0,15.0,0.0,15.0,27.0,55.6,12.0,202.0,74.0,36.6,128.0,71.0,3.0,53.0,32.0,1.0,21.0,15,53.0,162.0,0.0,Toby Alderweireld
Iván Alejo,ESP,MFFW,Cádiz,La Liga,25.0,1995.0,9.2,20.0,15,10.0,8.0,2.0,3.0,21.0,14.3,18.0,232.0,47.0,20.3,78.0,85.0,69.0,23.0,2.0,0.0,21.0,2,22.0,9.0,0.0,Ivan Alejo
Carles Aleñá,ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,1.0,7.1,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Carles Alena
Carles Aleñá,ESP,MFFW,Getafe,La Liga,22.0,1998.0,15.2,18.0,9,4.0,11.0,3.0,7.0,21.0,33.3,14.0,260.0,63.0,24.2,49.0,153.0,58.0,17.0,1.0,0.0,16.0,7,25.0,9.0,0.0,Carles Alena
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Runar Alex Runarsson
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,58.0,36,29.0,21.0,8.0,33.0,57.0,57.9,24.0,328.0,115.0,35.1,124.0,113.0,91.0,44.0,4.0,0.0,40.0,49,107.0,71.0,2.0,Trent Alexander Arnold
Alfon,ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Alfon
Mohamed Ali Cho,FRA,FWMF,Angers,Ligue 1,16.0,2004.0,3.9,10.0,8,2.0,7.0,1.0,1.0,8.0,12.5,7.0,104.0,39.0,37.5,14.0,48.0,42.0,10.0,1.0,0.0,9.0,3,13.0,0.0,0.0,Mohamed Ali Cho
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28.0,1992.0,27.3,82.0,42,41.0,33.0,8.0,28.0,77.0,36.4,49.0,534.0,152.0,28.5,243.0,217.0,74.0,46.0,6.0,0.0,40.0,36,118.0,61.0,0.0,Ezgjan Alioski
Rachid Alioui,MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Rachid Alioui
Alisson,BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,7.0,Alisson
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,2.0,Saturnin Allagbe
Allan,BRA,MF,Everton,Premier League,29.0,1991.0,22.8,75.0,54,39.0,33.0,3.0,28.0,94.0,29.8,66.0,673.0,191.0,28.4,269.0,360.0,44.0,39.0,13.0,0.0,26.0,23,98.0,30.0,0.0,Allan
Dele Alli,ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,20.0,15,9.0,8.0,3.0,6.0,17.0,35.3,11.0,218.0,58.0,26.6,44.0,98.0,76.0,13.0,1.0,0.0,12.0,10,30.0,4.0,0.0,Dele Alli
Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,26.0,1994.0,27.0,48.0,29,22.0,23.0,3.0,16.0,56.0,28.6,40.0,506.0,114.0,22.5,173.0,210.0,123.0,36.0,5.0,2.0,31.0,27,75.0,24.0,1.0,Miguel Almiron
Marcos Alonso,ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,13.0,8,5.0,5.0,3.0,3.0,17.0,17.6,14.0,140.0,41.0,29.3,61.0,49.0,30.0,22.0,1.0,0.0,21.0,11,24.0,37.0,0.0,Marcos Alonso
Sergio Álvarez,ESP,MFDF,Eibar,La Liga,28.0,1992.0,17.4,38.0,23,8.0,26.0,4.0,6.0,26.0,23.1,20.0,338.0,97.0,28.7,91.0,211.0,36.0,35.0,5.0,0.0,30.0,13,51.0,40.0,0.0,Sergio Alvarez
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,27.0,19,16.0,10.0,1.0,9.0,23.0,39.1,14.0,145.0,46.0,31.7,83.0,55.0,7.0,25.0,6.0,0.0,19.0,39,66.0,132.0,0.0,Yeray Alvarez
Bruno Alves,POR,DF,Parma,Serie A,38.0,1981.0,18.1,16.0,6,10.0,6.0,0.0,8.0,13.0,61.5,5.0,140.0,37.0,26.4,92.0,43.0,5.0,28.0,14.0,0.0,14.0,15,31.0,87.0,0.0,Bruno Alves
Steven Alzate,COL,MFDF,Brighton,Premier League,21.0,1998.0,10.0,19.0,15,12.0,4.0,3.0,2.0,9.0,22.2,7.0,159.0,54.0,34.0,44.0,70.0,45.0,16.0,1.0,0.0,15.0,7,26.0,9.0,1.0,Steven Alzate
Ibrahim Amadou,FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,44.0,30,15.0,27.0,2.0,8.0,30.0,26.7,22.0,404.0,112.0,27.7,145.0,226.0,33.0,18.0,5.0,0.0,13.0,29,73.0,36.0,0.0,Ibrahim Amadou
Romain Amalfitano,FRA,FWDF,Dijon,Ligue 1,30.0,1989.0,1.3,2.0,1,2.0,0.0,0.0,2.0,5.0,40.0,3.0,13.0,2.0,15.4,9.0,2.0,2.0,2.0,1.0,0.0,1.0,1,3.0,1.0,0.0,Romain Amalfitano
Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,1.0,2.0,1.0,4.0,0.0,0.0,4.0,0,0.0,1.0,0.0,Emmanuel Amankwaa Akurugu
Daniel Amartey,GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,12.0,6,7.0,3.0,2.0,7.0,12.0,58.3,5.0,62.0,24.0,38.7,37.0,22.0,3.0,19.0,5.0,1.0,14.0,12,24.0,42.0,0.0,Daniel Amartey
Jordan Amavi,FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,20.0,12,17.0,2.0,1.0,8.0,11.0,72.7,3.0,85.0,17.0,20.0,52.0,21.0,12.0,29.0,4.0,0.0,25.0,13,33.0,35.0,1.0,Jordan Amavi
Thierry Ambrose,FRA,FW,Metz,Ligue 1,23.0,1997.0,8.4,9.0,5,1.0,2.0,6.0,1.0,8.0,12.5,7.0,158.0,39.0,24.7,8.0,84.0,66.0,3.0,0.0,0.0,3.0,3,12.0,3.0,0.0,Thierry Ambrose
Wisdom Amey,ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Wisdom Amey
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,19.0,13,4.0,12.0,3.0,5.0,30.0,16.7,25.0,322.0,109.0,33.9,64.0,183.0,75.0,19.0,3.0,0.0,16.0,19,38.0,6.0,0.0,Nadiem Amiri
Ethan Ampadu,WAL,DFMF,Sheffield Utd,Premier League,19.0,2000.0,23.2,62.0,36,31.0,26.0,5.0,21.0,49.0,42.9,28.0,359.0,101.0,28.1,180.0,138.0,41.0,48.0,20.0,0.0,28.0,39,101.0,120.0,2.0,Ethan Ampadu
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,60.0,42,22.0,31.0,7.0,23.0,63.0,36.5,40.0,567.0,154.0,27.2,161.0,316.0,90.0,46.0,5.0,0.0,41.0,21,81.0,20.0,0.0,Sofyan Amrabat
Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,20.0,15,12.0,4.0,4.0,7.0,26.0,26.9,19.0,171.0,59.0,34.5,66.0,86.0,19.0,18.0,3.0,0.0,15.0,9,29.0,17.0,0.0,Jon Ander Garrido
Joachim Andersen,DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,23.0,5.0,21.7,9.0,12.0,2.0,2.0,0.0,0.0,2.0,0,1.0,7.0,0.0,Joachim Andersen
Joachim Andersen,DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,41.0,26,23.0,13.0,5.0,20.0,37.0,54.1,17.0,196.0,66.0,33.7,128.0,55.0,13.0,35.0,16.0,0.0,19.0,51,92.0,233.0,1.0,Joachim Andersen
Djavan Anderson,NED,DF,Lazio,Serie A,25.0,1995.0,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,10.0,1.0,7.0,2.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,Djavan Anderson
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Elliot Anderson
Felipe Anderson,BRA,FWMF,West Ham,Premier League,27.0,1993.0,0.0,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Felipe Anderson
Sebastian Andersson,SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,5.0,2,0.0,3.0,2.0,0.0,6.0,0.0,6.0,165.0,39.0,23.6,7.0,81.0,77.0,9.0,2.0,0.0,7.0,3,8.0,9.0,0.0,Sebastian Andersson
Nícolas Andrade,BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nicolas Andrade
Benjamin André,FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,111.0,87,46.0,57.0,8.0,50.0,125.0,40.0,75.0,688.0,237.0,34.4,213.0,407.0,68.0,69.0,13.0,1.0,56.0,61,172.0,75.0,0.0,Benjamin Andre
Robert Andrich,GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,61.0,40,29.0,26.0,6.0,16.0,43.0,37.2,27.0,528.0,165.0,31.3,174.0,292.0,62.0,41.0,8.0,0.0,33.0,58,119.0,31.0,1.0,Robert Andrich
Victorien Angban,CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,35.0,30,16.0,17.0,2.0,17.0,37.0,45.9,20.0,243.0,88.0,36.2,88.0,128.0,27.0,28.0,4.0,0.0,24.0,13,48.0,9.0,0.0,Victorien Angban
Ángel,ESP,GK,Granada,La Liga,18.0,2002.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Angel
Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22.0,1998.0,1.5,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,18.0,4.0,22.2,13.0,3.0,2.0,3.0,2.0,0.0,1.0,0,1.0,20.0,0.0,Miguel Angel Rubio
José Ángel,ESP,DF,Eibar,La Liga,30.0,1989.0,10.0,17.0,10,9.0,3.0,5.0,8.0,14.0,57.1,6.0,79.0,32.0,40.5,30.0,32.0,17.0,16.0,0.0,0.0,16.0,11,28.0,32.0,1.0,Jose Angel
Angeliño,ESP,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,24.0,41.0,18,15.0,23.0,3.0,8.0,24.0,33.3,16.0,261.0,95.0,36.4,85.0,114.0,62.0,41.0,1.0,0.0,40.0,32,73.0,42.0,1.0,Angelino
Davide Angelo Ghislandi,ITA,DF,Atalanta,Serie A,19.0,2001.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Davide Angelo Ghislandi
Philip Ankhrah,GHA,MF,Hellas Verona,Serie A,17.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Philip Ankhrah
Cristian Ansaldi,ARG,DF,Torino,Serie A,33.0,1986.0,21.6,48.0,26,24.0,16.0,8.0,26.0,41.0,63.4,15.0,262.0,81.0,30.9,115.0,84.0,63.0,32.0,7.0,0.0,25.0,27,75.0,27.0,1.0,Cristian Ansaldi
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,24.0,1996.0,30.1,36.0,23,24.0,11.0,1.0,10.0,33.0,30.3,23.0,283.0,97.0,34.3,173.0,97.0,13.0,57.0,20.0,2.0,37.0,50,86.0,132.0,0.0,Waldemar Anton
José Antonio Miranda,EQG,MFDF,Getafe,La Liga,22.0,1998.0,0.3,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,2.0,13.3,2.0,13.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,Jose Antonio Miranda
Michail Antonio,ENG,FW,West Ham,Premier League,30.0,1990.0,21.9,14.0,8,1.0,7.0,6.0,2.0,9.0,22.2,7.0,254.0,65.0,25.6,19.0,92.0,143.0,25.0,9.0,0.0,16.0,9,23.0,8.0,0.0,Michail Antonio
Valentin Antov,BUL,DF,Bologna,Serie A,19.0,2000.0,2.6,6.0,3,5.0,1.0,0.0,3.0,10.0,30.0,7.0,35.0,8.0,22.9,20.0,14.0,1.0,11.0,5.0,0.0,6.0,5,11.0,11.0,0.0,Valentin Antov
Houssem Aouar,FRA,MFFW,Lyon,Ligue 1,22.0,1998.0,19.8,19.0,11,0.0,10.0,9.0,6.0,26.0,23.1,20.0,269.0,80.0,29.7,39.0,130.0,100.0,16.0,1.0,0.0,15.0,16,35.0,3.0,0.0,Houssem Aouar
Adil Aouchiche,FRA,MFFW,Saint-Étienne,Ligue 1,18.0,2002.0,19.2,38.0,21,11.0,13.0,14.0,14.0,50.0,28.0,36.0,391.0,110.0,28.1,75.0,184.0,132.0,12.0,1.0,0.0,11.0,9,47.0,12.0,0.0,Adil Aouchiche
Dennis Appiah,FRA,DF,Nantes,Ligue 1,28.0,1992.0,17.3,58.0,30,36.0,14.0,8.0,32.0,59.0,54.2,27.0,297.0,103.0,34.7,157.0,98.0,42.0,33.0,7.0,0.0,26.0,21,79.0,70.0,0.0,Dennis Appiah
Aritz Arambarri,ESP,DF,Real Sociedad,La Liga,22.0,1998.0,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,33.3,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aritz Arambarri
Mauro Arambarri,URU,MF,Getafe,La Liga,24.0,1995.0,33.1,75.0,57,28.0,36.0,11.0,17.0,76.0,22.4,59.0,745.0,191.0,25.6,179.0,449.0,117.0,54.0,5.0,0.0,49.0,54,129.0,49.0,0.0,Mauro Arambarri
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,31.0,1989.0,18.5,44.0,29,18.0,20.0,6.0,15.0,50.0,30.0,35.0,393.0,128.0,32.6,146.0,204.0,43.0,35.0,4.0,0.0,31.0,27,71.0,26.0,0.0,Charles Aranguiz
Luiz Araújo,BRA,MF,Lille,Ligue 1,24.0,1996.0,16.6,40.0,22,14.0,16.0,10.0,6.0,30.0,20.0,24.0,300.0,72.0,24.0,63.0,152.0,85.0,21.0,2.0,0.0,19.0,13,53.0,4.0,0.0,Luiz Araujo
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,28.0,1991.0,27.0,24.0,16,13.0,10.0,1.0,3.0,12.0,25.0,9.0,211.0,72.0,34.1,111.0,90.0,10.0,39.0,19.0,0.0,20.0,35,59.0,152.0,1.0,Nestor Araujo
